{@relation SEA-Incremental-01210-963-936-704

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 {0,1}

@data
4.001106,4.499582,0.417386,1
7.706199,2.348926,2.420561,1
9.434573,3.944702,1.438575,1
2.119249,5.705316,4.538816,0
7.844564,5.769729,1.36632,1
2.537277,3.153921,7.673277,0
4.287489,2.398036,2.309726,0
5.775868,7.579278,8.581847,1
9.283087,2.888083,2.782012,1
4.413732,2.447548,2.065322,0
6.993994,6.800041,1.43857,1
5.619357,3.239954,0.066906,0
6.578974,6.047212,5.391088,1
9.240447,6.959013,1.667409,1
9.192549,4.951935,6.206424,1
8.849331,2.033458,6.638745,1
1.097504,2.012115,2.885414,1
2.382361,2.947251,3.896483,0
7.699406,7.274445,9.540486,1
3.949428,1.83066,7.217305,0
3.903594,3.187786,8.009249,0
9.883187,6.2505,9.03524,1
9.321657,0.219199,0.294063,1
9.745445,4.742695,0.608141,0
4.183833,1.228465,6.18342,1
5.687065,3.379577,4.329142,1
6.330634,4.095839,0.221226,1
8.410673,5.649312,6.776508,1
5.14182,9.243403,9.930572,1
7.894819,1.831051,5.637533,1
5.190238,3.737619,0.1638,1
0.799654,5.304769,5.237064,0
7.403749,8.55716,9.928414,1
5.184033,1.456945,1.998954,0
0.113156,1.159908,9.115966,0
3.325026,8.108317,4.596082,1
3.367399,3.209176,7.949311,0
9.073686,1.914193,6.541125,1
3.318478,1.424602,0.808677,0
6.796565,3.24794,6.860211,1
7.525476,7.314531,2.974167,1
3.574456,0.053578,7.572817,0
7.159775,3.648845,8.313143,1
1.020164,5.157967,4.99398,0
9.071629,6.304435,8.54207,1
1.050934,5.20864,6.190649,0
7.983651,4.812293,2.760305,0
1.662105,0.437475,5.782143,1
3.195296,3.427497,6.316829,0
4.510898,3.633907,4.759888,1
2.711115,1.494611,4.214623,0
3.400293,6.453629,8.222219,1
1.310225,7.595332,1.520811,1
0.36393,5.239487,0.131849,0
5.153246,0.659284,9.842672,1
9.895923,5.0412,3.195966,1
2.629604,9.662195,6.520551,1
5.080094,4.115354,6.698365,1
3.729484,9.161301,2.232815,1
3.808843,8.051832,8.233886,1
6.282385,0.437682,1.583399,0
7.509733,1.733795,0.747302,1
2.239075,9.304774,0.606213,1
8.640576,2.595707,4.914949,1
9.232317,8.873034,8.714627,1
9.043484,6.575205,4.951567,0
3.896055,8.032771,9.458697,1
2.47014,8.469233,5.232043,1
1.208058,0.472043,2.923775,0
6.153625,9.230342,8.53612,1
3.754552,8.939407,3.36619,1
1.814787,6.466314,0.503394,1
8.641388,5.69587,9.851574,1
9.323911,2.642988,0.391984,1
4.582536,9.925472,4.906565,0
5.658299,1.847189,4.018956,0
6.257462,9.604161,1.567489,1
9.885207,5.495585,2.284277,1
2.416198,9.310709,8.086731,1
1.207666,2.369958,5.454189,0
7.506424,4.171664,0.353803,1
4.21763,9.598422,5.165431,1
9.015964,8.770844,6.388394,1
5.0834,6.364817,3.442185,1
0.248668,5.688175,1.069868,0
1.292594,9.525842,4.13918,1
7.299903,2.688926,9.98292,1
5.083647,2.530143,8.354283,0
0.660026,6.60711,9.039497,1
4.959311,7.936601,8.917231,1
4.406271,2.043161,0.131037,0
4.009339,9.94633,3.49267,1
4.382776,2.944034,0.089637,0
5.215994,8.269622,6.680668,1
0.222213,5.731757,8.83479,0
8.66611,9.563925,0.970636,1
0.448322,0.189892,9.358101,0
6.233348,9.26812,6.91449,1
3.198976,4.502191,6.815259,0
1.890067,6.063733,1.985132,1
5.214818,4.675199,4.139407,0
5.427001,1.94012,3.615358,0
6.813143,1.596708,8.197956,1
1.303257,5.483623,3.74605,0
3.752518,9.070415,6.20504,1
4.720314,1.572322,9.992013,0
5.7358,7.474795,5.472581,1
4.460124,7.196404,5.446431,1
9.948136,9.651799,1.822735,1
0.205455,9.67194,9.863734,1
7.944774,0.030684,6.02234,0
2.082098,4.702633,5.237781,0
8.964282,2.43365,8.761416,1
1.386102,5.876725,5.047139,0
4.920959,7.870072,9.787111,1
6.886117,3.018209,1.655809,1
6.337379,1.747559,1.986332,1
2.572226,7.781873,7.988396,1
7.583135,3.031026,2.135568,0
0.926749,0.549624,0.93848,0
2.381447,5.151598,4.822403,0
8.042707,2.660532,0.365927,1
4.605253,1.432576,3.24979,1
1.537923,6.26906,4.132894,0
5.159563,4.774428,8.22965,1
3.06117,8.102226,8.056739,1
8.772844,4.821695,4.15085,1
2.860504,7.452328,2.880218,1
1.99133,3.790307,1.61418,0
1.471353,1.41028,2.0678,1
1.782583,1.800334,7.862955,1
2.441389,2.063508,9.595076,0
0.237032,0.062029,5.670768,0
6.598808,0.241446,8.871017,1
2.358092,1.186926,0.526064,1
2.921539,0.626892,2.132809,0
5.484055,2.19389,1.907494,0
0.817758,3.158101,6.640453,0
4.622495,8.527785,2.929799,1
5.083189,9.097736,9.314921,1
8.511024,4.01117,2.59162,1
0.725047,4.162031,8.439667,0
0.2729,3.055667,6.488847,0
3.15377,5.708602,4.473397,1
2.414234,5.91873,0.052317,1
9.529943,0.803911,3.428505,0
8.546072,7.312948,9.760439,1
9.883139,9.190425,9.719157,1
4.717698,5.92124,6.294728,1
2.875792,2.577868,1.730313,0
5.455329,0.616453,3.656341,0
3.745745,0.01812,9.561926,0
5.899752,4.692815,1.106448,0
6.63709,0.000641,0.424828,0
4.302694,4.400905,2.118335,1
4.32481,5.035976,1.396925,1
5.276375,4.156547,8.117631,1
9.012705,5.92574,9.665362,0
2.801645,3.010748,0.811352,0
9.825904,1.199273,8.009845,1
0.615781,8.079663,5.424396,1
1.170165,1.451308,3.153874,0
3.690483,8.184503,0.146537,1
7.44972,4.380156,1.951486,1
3.46167,8.753801,1.009083,1
0.462562,8.490227,7.276925,1
1.24891,1.875074,7.875705,1
8.03671,0.617671,2.367068,0
4.888183,4.467227,9.56697,1
4.33942,3.769383,9.867291,1
6.260488,6.307523,0.834721,0
9.704021,3.277073,5.996219,0
0.845953,3.788562,3.846562,0
7.826489,0.422952,8.739757,1
4.081166,2.845995,7.297514,1
6.025544,8.295755,3.779858,1
2.293453,9.563722,4.76409,1
0.431706,8.866576,9.860356,1
9.042107,5.531971,4.868541,1
9.116408,3.513069,9.953124,0
1.532008,4.771568,2.016072,0
8.708514,9.61313,8.448111,1
4.138969,2.087843,6.905578,0
0.81317,9.984901,0.141077,1
6.505274,6.418971,0.383851,0
7.780902,2.633507,9.892068,1
7.878144,5.42311,7.161996,1
4.381819,0.883051,9.537905,0
6.957377,8.928525,4.040401,1
2.656265,9.848823,9.182169,1
0.07473,3.680378,9.149875,0
8.851623,3.959715,2.066183,1
6.349931,0.263363,0.99272,0
5.66912,9.24246,0.530782,0
3.320723,9.086259,1.095486,1
4.859617,9.921579,3.053353,1
7.602626,5.815446,5.663513,1
7.700673,2.838161,8.418013,1
5.154213,9.274673,8.969071,1
2.983366,4.690253,6.254628,0
0.967283,0.200898,6.493022,0
0.010648,2.812048,3.303833,1
7.135404,1.039581,0.809585,0
3.409135,9.030374,9.207975,0
0.755379,1.40685,9.60306,0
2.649499,8.561123,5.006919,1
4.945114,3.881905,0.713197,1
8.076045,2.283281,1.382869,0
3.787866,0.489469,7.088619,0
4.321966,4.208966,9.501011,1
6.663612,0.447817,5.762919,0
5.330798,5.24334,5.508904,1
5.532278,9.490319,4.238885,1
9.537037,9.988086,2.292211,0
3.53434,1.438823,1.956688,0
3.361727,0.540338,5.699686,0
9.208861,8.922792,0.486633,1
8.875963,0.778022,7.217437,1
7.968949,4.917849,4.898243,1
8.566932,0.223828,4.338006,1
3.191071,0.715371,3.751375,0
9.523731,5.102503,0.231636,1
2.798553,0.732733,3.607391,0
3.375181,7.164357,5.020955,0
5.852072,1.097534,6.357966,0
2.254721,8.751697,0.673855,1
8.790502,9.192577,9.634831,1
2.016932,8.072015,9.210877,1
4.158909,4.989187,1.605489,0
5.184564,1.159584,8.000382,0
7.448163,9.185102,0.548252,0
9.738402,1.355052,6.005981,1
3.858125,2.158058,1.660998,0
5.732147,6.660237,1.768267,0
6.834227,4.032733,0.812816,1
4.820385,5.081938,5.159379,1
7.111742,5.809132,9.702962,1
3.922571,1.686905,7.965338,0
5.608778,1.858376,6.880485,0
9.630603,6.377048,4.499406,1
4.690193,0.036746,3.923486,0
2.687421,9.013416,2.961705,1
0.694419,8.376806,2.9592,1
7.15077,5.813365,6.078262,1
0.034819,7.467767,6.096616,1
6.061626,6.050168,3.927279,1
6.175071,0.959594,2.816483,0
5.938696,1.281365,9.33032,0
3.731062,5.462844,1.288666,1
5.62217,3.513284,5.396535,1
9.330522,7.006616,8.515474,1
3.289534,7.876742,5.209276,1
8.819404,6.672411,2.388623,1
1.879855,2.273541,9.324497,0
0.014689,5.498561,5.799033,0
9.800939,2.204742,5.522211,0
2.472501,3.223937,7.519798,0
1.26949,1.536964,7.001696,0
2.697539,8.186609,3.799944,1
1.900311,6.932572,5.987917,0
4.103071,9.678937,8.642614,0
2.098457,0.975769,5.12855,0
1.664386,1.800077,8.512637,0
7.861418,6.480186,9.31579,1
3.842465,8.157766,9.920785,0
1.248105,6.342901,1.092646,0
6.485113,6.386697,4.028053,0
8.516373,6.67782,8.053869,1
5.010726,6.389139,9.313367,0
0.071502,6.323149,0.482454,0
1.954859,5.250433,7.84721,1
3.107333,7.555773,3.983368,1
7.246813,0.071977,7.092755,1
3.94075,2.245116,6.180496,0
4.295165,0.370516,8.08129,1
8.703061,1.326748,1.320954,1
7.980137,0.355759,5.904826,1
0.681344,7.038078,3.513115,0
1.500899,4.152969,7.926383,1
7.853212,6.123664,8.117864,1
3.736551,3.932965,2.359436,0
9.349911,8.583473,1.542338,1
0.101279,3.923756,8.810944,0
4.559775,1.121147,9.738275,1
0.520851,1.057809,0.137536,0
6.632622,4.666864,5.100365,0
0.289623,6.813036,1.383101,0
5.050009,4.925198,8.106902,1
0.032825,9.976457,5.861698,1
3.044139,0.544529,4.363045,0
9.113488,9.082921,9.888318,1
7.920535,1.306682,7.663404,1
8.398593,2.874619,1.070973,1
9.397131,6.461942,7.413333,1
3.190948,9.239785,3.246623,1
3.576461,1.860851,4.181037,0
0.717289,7.459327,3.469091,1
4.369906,2.290708,5.237467,0
8.954452,9.180137,6.275079,1
1.661522,1.928794,6.372773,0
5.082824,7.981244,3.516915,1
1.104018,6.378682,8.252303,0
5.737897,9.712697,4.792567,1
1.061564,3.107344,3.553485,0
7.021557,4.59894,2.270952,1
2.943915,0.714624,7.066976,1
4.964374,5.091354,7.460172,1
9.294233,8.426706,0.868854,1
7.046394,5.0475,8.182012,1
3.554249,3.511396,0.833234,0
4.351845,4.026456,9.450686,1
6.532055,0.579454,5.550385,1
8.438088,2.385654,5.074737,1
0.924384,1.778784,4.027397,0
2.847729,0.217702,4.437998,0
6.483954,9.048684,0.756683,1
4.543621,5.022574,6.519754,0
1.247297,9.82935,3.595351,1
5.349594,6.939185,9.225404,1
7.330927,3.897828,7.423035,1
1.464703,8.351236,8.222087,0
1.321934,8.516542,3.756286,1
7.896128,8.859124,8.787315,0
9.08244,3.723681,3.103007,1
8.442422,7.589129,0.174238,1
6.042041,7.898841,0.659646,1
8.301929,6.362645,5.264031,1
9.406289,0.129502,6.126632,1
2.0936,2.259186,8.167949,0
1.386165,7.886689,0.734148,1
0.787222,7.166383,0.957523,0
4.090145,0.118155,1.712187,1
7.98102,7.080516,4.851196,0
6.84784,2.024018,6.233344,1
4.565859,6.229819,8.278766,1
1.840583,9.86613,0.258239,1
6.755973,2.932078,3.862224,1
1.568856,6.755225,0.750046,1
7.92619,3.459721,0.841081,0
6.50067,6.22822,7.684633,1
7.20878,6.414785,1.976701,1
9.67513,6.246965,8.910601,1
6.952376,2.599885,5.592878,1
5.581397,0.948596,8.193157,0
2.848264,9.905922,8.732616,1
0.505763,1.154224,3.67504,0
2.943751,3.721049,1.35605,0
5.259259,5.288885,3.539926,1
3.198179,9.953892,4.163055,1
5.901783,1.110314,7.361466,1
1.996106,0.602596,0.163808,1
7.090493,6.438859,7.711771,1
3.919229,4.538805,9.320581,0
5.01147,7.567315,9.954427,1
1.220121,1.732036,4.084542,0
3.971725,2.171386,3.103316,0
7.735599,9.742918,7.514238,0
9.157746,8.778759,0.539271,1
4.920889,4.340534,7.47305,1
9.655035,4.636538,6.231801,1
1.543603,3.721982,0.581226,1
5.897518,7.896696,4.6332,1
4.550031,9.350392,4.138601,0
4.813291,9.791833,4.379421,1
2.592637,5.259109,9.342202,0
5.855899,3.059563,6.912367,1
4.790136,5.198963,5.043027,1
2.349692,4.313491,1.339979,0
4.96654,3.472265,2.817251,1
1.798345,0.992806,9.91498,1
3.283347,2.750493,7.718676,0
2.025483,6.322477,8.704626,1
7.615504,0.121072,9.287006,0
3.885719,0.68217,8.073032,0
4.208208,3.6896,2.978674,1
5.722973,6.382135,5.282995,1
4.20312,6.548401,8.560042,1
6.558044,4.918118,1.941406,0
0.942521,4.369237,5.303329,0
0.736026,4.229385,1.176297,0
5.930118,8.404435,3.376351,1
8.148998,0.760037,9.714385,1
3.473226,9.308742,5.180245,1
8.49411,6.113784,2.279965,1
2.362476,0.652681,4.96702,0
3.990421,6.661092,6.811926,1
4.474683,9.90043,0.720475,1
5.636229,2.563188,7.573281,1
5.266669,5.056255,1.433038,1
6.467551,4.351338,2.557779,1
9.237529,8.405142,7.3875,1
5.244958,3.002454,1.42065,1
5.639931,6.65361,7.458924,1
0.458779,0.342501,6.599502,0
4.934603,6.406911,0.7647,1
7.71325,5.567397,0.338392,1
5.458449,2.366872,9.455884,0
9.119709,4.083239,0.143378,1
9.707719,9.244926,1.609442,1
6.919815,2.358546,6.499839,0
9.822614,0.848082,8.863924,1
0.715271,9.817648,5.684092,1
7.285709,8.113176,9.073634,1
9.419115,8.602285,0.884996,0
0.985687,5.97873,7.018689,1
8.451232,2.690937,8.440938,1
8.409474,7.411206,9.10701,1
7.886328,9.996723,4.177403,1
2.604336,0.868181,4.738348,0
8.49412,3.168287,2.875547,0
4.28292,0.554822,7.565732,0
2.001226,2.746572,6.322671,0
1.267459,6.819342,6.961785,1
2.400686,7.816545,2.784062,1
0.485216,7.077192,9.071471,0
2.528657,4.928069,6.471039,0
3.218442,4.662221,0.432349,0
4.657226,0.076061,4.723366,0
6.16588,9.535454,8.903062,1
0.97366,8.507534,1.161503,1
3.821606,3.273814,3.913549,1
9.636914,5.048248,6.93937,1
2.138486,4.921081,5.081585,1
7.210771,3.752965,4.801975,0
1.575716,6.079387,2.465127,0
6.067269,8.956298,0.943049,1
0.867332,5.656591,6.068241,0
6.821284,1.90097,3.026772,1
1.429367,2.271172,5.943906,1
5.289065,0.497664,1.535221,0
5.514507,3.128127,5.612502,0
0.445413,9.261888,7.863855,1
0.914784,8.595089,7.14762,1
1.182144,4.786391,6.567795,0
0.320525,8.004052,9.213889,1
2.128937,9.809362,7.278195,1
6.579834,5.770629,3.56981,1
3.108301,5.833261,0.320819,1
7.628198,8.60011,3.064913,1
6.833485,6.567111,8.775354,1
2.649836,6.993497,7.434137,0
0.619675,9.831396,4.687082,1
0.525304,1.906525,5.834072,0
6.27744,6.424571,4.061552,0
6.504455,2.170018,8.475675,1
3.929245,0.366928,9.001464,0
4.004761,8.833706,8.437844,1
6.666983,5.132416,4.79076,1
1.790806,0.495256,4.057749,0
0.858625,6.094488,0.034772,0
3.346694,4.862842,6.232569,0
6.646504,3.007764,1.611872,1
7.653501,2.858347,6.128644,1
1.403861,2.939524,1.129812,0
3.470956,1.454046,9.715516,0
1.44188,8.447825,0.630113,1
3.512193,6.940884,4.239136,1
5.699098,3.559565,7.911152,0
7.561246,0.49515,4.637527,1
7.671899,6.843096,4.044944,1
3.991872,5.056643,3.845881,1
3.920379,9.48223,1.960108,0
7.672197,1.541114,2.880697,1
5.526249,0.004327,5.70504,0
6.405453,5.118995,5.52675,1
2.030678,5.322442,2.551468,0
3.699357,0.503081,5.019774,0
7.430116,6.757204,2.536841,1
0.47017,2.807168,4.372925,0
6.592784,8.780168,5.072914,1
9.202003,3.61028,4.390579,0
8.633502,7.978196,4.74012,1
0.712617,2.800914,3.74197,1
8.351709,7.249339,2.557458,1
8.144601,6.304722,1.816592,1
3.04685,6.27407,3.265979,1
2.490831,5.068994,9.316704,0
5.417695,2.316706,6.088462,0
5.651728,5.459934,6.26918,0
7.298559,6.231778,6.55524,1
5.352939,6.173428,3.249357,1
9.273332,8.361563,6.600155,1
3.226587,3.417682,6.837921,1
2.150778,8.015256,7.646469,0
7.72425,7.4694,1.386178,0
8.535185,1.892869,8.192485,1
7.699656,4.174758,6.660156,1
1.831356,0.674681,5.10843,0
4.002098,0.900972,4.076036,0
9.615388,9.253464,1.220475,0
6.802296,0.229183,0.431602,0
4.024353,0.329439,2.771858,0
2.298953,3.053289,2.749626,0
7.746342,9.097832,9.470972,1
8.851765,0.690058,6.128704,1
1.493306,0.585935,5.672599,0
1.109074,9.259609,5.621776,1
2.149346,9.58437,5.820337,0
1.192365,9.243843,2.685658,0
6.654483,2.595328,2.765475,1
2.380943,4.840628,6.979167,0
6.820723,6.421548,5.398084,1
0.495026,1.857874,2.572591,0
4.911613,6.884475,8.238845,1
0.823024,9.213128,9.295577,1
4.524738,2.853211,5.150235,0
3.207277,8.607365,7.998924,1
8.458904,2.54387,5.88219,1
0.169539,7.125585,1.211845,0
4.553595,8.785697,9.346707,1
9.721003,1.672948,1.532933,0
6.953204,4.070626,8.272274,1
6.416268,7.052177,9.178059,0
2.266802,5.334419,2.420033,0
9.240545,9.585383,8.861371,1
9.221948,6.293023,6.602247,1
1.642434,6.299183,9.161305,0
0.769604,4.119153,0.047848,1
2.754547,0.876754,3.599869,0
8.593457,7.461077,6.361157,1
1.452678,0.31452,3.367022,0
1.780929,1.778114,0.785234,1
0.144109,9.056636,3.343338,1
9.276764,3.535975,3.752776,1
4.546476,7.058235,8.712976,1
5.517712,9.112118,8.122019,1
9.257026,9.00346,3.840717,1
1.97376,1.120857,3.430047,0
7.047143,4.923446,5.429533,1
4.060767,4.480768,0.860977,1
0.001701,4.432231,0.600321,0
4.283121,5.485266,3.330566,1
0.703988,5.122034,3.772645,0
6.390761,6.766534,2.31705,1
1.286411,4.949041,9.929997,0
9.905479,7.00928,9.754885,1
7.088675,0.367357,4.192759,0
8.933234,2.63664,6.053778,0
7.402674,5.123911,4.353551,1
9.254176,0.53505,9.593436,0
7.826969,9.11011,9.423104,1
6.493934,2.21974,4.632554,0
2.148532,2.712761,2.807381,1
1.160883,8.841452,3.093756,1
4.533154,7.851966,7.786571,1
2.225602,6.570625,0.628499,1
0.549168,5.901378,4.22607,0
6.82323,0.646172,1.796689,0
7.633349,8.921071,4.875808,1
7.271823,6.842556,0.582685,1
8.752142,9.743094,0.721028,1
7.82508,6.49291,9.215838,1
8.024465,6.296268,9.733857,1
7.544935,7.472913,9.092685,1
2.736341,4.583013,3.809081,0
0.87596,7.629558,3.06096,1
0.018626,2.088496,9.702994,0
1.997361,8.769677,7.112404,1
2.288287,9.011272,1.282729,1
3.426772,6.240597,6.457025,1
9.408049,4.531076,6.987244,1
2.435318,1.864078,2.880007,0
1.189476,0.099373,5.872284,0
2.71891,3.519396,1.224129,1
5.82765,7.681633,4.77763,1
6.092576,6.690336,4.208321,1
5.559765,2.73435,5.78608,0
4.07523,9.716728,3.923416,1
6.454229,0.793532,5.500287,0
0.336227,2.294168,8.55303,1
1.65986,2.349597,4.353714,0
8.565779,9.887432,2.24898,1
9.00607,3.289149,2.788013,1
9.072233,5.960621,6.176089,1
1.015912,7.080225,5.512844,1
4.835794,5.416904,0.056681,1
7.872615,5.220688,7.553558,1
0.84735,6.987319,5.184997,0
0.880302,2.693252,4.99853,0
9.116028,9.468539,0.098531,1
8.327729,3.553729,0.0951,0
0.304728,2.607252,1.751919,0
7.165816,2.128405,3.628115,1
8.046813,2.955452,1.284387,1
5.93526,3.238912,8.590833,1
8.357729,0.663887,8.678338,0
9.647106,7.788358,3.096476,1
4.45536,8.418275,0.517104,1
6.227168,0.412068,8.264575,0
7.096952,4.690635,0.234758,1
2.574505,0.333565,1.967537,0
8.55,6.322089,7.040363,1
4.016446,8.244026,4.014653,1
1.355123,8.927573,2.664167,1
4.30826,5.080241,2.527881,1
1.642987,7.673774,1.61463,0
2.64926,7.632689,1.976454,1
8.526348,4.813342,2.719249,1
0.173871,8.009198,5.798797,1
5.9801,6.93592,0.711607,1
9.959804,2.284035,1.758398,1
5.263115,0.295341,4.308576,0
7.321209,0.253668,7.427423,1
6.657021,7.963278,7.594098,1
2.623401,2.955228,6.897642,0
6.904887,7.680787,7.089134,0
0.703154,4.23055,1.042832,0
6.758227,9.848494,4.657709,1
0.149127,6.528257,6.949208,0
6.775355,6.626144,0.234042,1
8.878812,0.960698,1.087521,1
9.903171,5.502268,8.253982,1
1.471637,4.680891,7.894922,0
5.493812,7.256184,8.381494,0
6.505084,8.356529,1.97837,1
7.168611,5.555531,2.207853,1
7.117558,6.88244,5.163736,1
4.039829,6.107701,0.041393,1
5.062548,1.306008,6.71963,0
6.977801,2.532048,1.203069,1
2.283256,9.53347,3.193776,1
1.019816,3.225478,9.255388,1
