@relation interchangingRBF

@attribute 0 numeric
@attribute 1 numeric
@attribute target {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
0.941392,0.46112,2
0.971004,0.813712,13
0.95645,0.817569,13
0.227819,0.57961,8
0.639751,0.491095,5
0.73787,0.932463,7
0.024574,0.457539,14
0.637808,0.45072,5
0.20363,0.546246,8
0.672785,0.465669,5
0.761802,0.936112,7
0.193469,0.828746,6
0.418139,0.380825,12
0.004372,0.484794,14
0.382683,0.224482,9
0.789916,0.625299,1
0.96926,0.159374,4
0.647893,0.161302,0
0.762669,0.936294,7
0.395658,0.221881,9
0.37952,0.205078,9
0.947895,0.465672,2
0.810935,0.276105,3
0.396893,0.381816,12
0.955568,0.147011,4
0.798787,0.620533,1
0.990817,0.159636,4
0.819124,0.271525,3
0.420922,0.021435,11
0.463593,-0.009286,11
0.436444,0.007654,11
0.963553,0.142852,4
0.653174,0.162961,0
0.373559,0.413053,12
0.937988,0.460769,2
0.359662,0.208016,9
0.654918,0.164369,0
-0.000347,0.492602,14
0.682548,0.463873,5
0.229078,0.564133,8
0.80074,0.630332,1
0.814098,0.27561,3
0.916516,0.466094,2
0.41339,0.250779,9
0.795435,0.634942,1
0.38084,0.413391,12
0.181077,0.845146,6
0.019705,0.462173,14
0.377789,0.416014,12
0.957331,0.157869,4
0.205141,0.883738,6
0.94365,0.159479,4
0.197369,0.565439,8
0.445375,-0.025508,11
0.974752,0.472703,2
0.630673,0.148534,0
0.386085,0.220168,9
0.965535,0.814267,13
0.942001,0.465235,2
0.221718,0.567785,8
0.964398,0.164517,4
0.396333,0.221772,9
0.823728,0.259161,3
0.00202,0.196785,10
0.962029,0.146633,4
0.805555,0.274324,3
0.012691,0.473241,14
0.742863,0.939446,7
0.621301,0.145257,0
0.002998,0.487302,14
0.974801,0.151407,4
0.79315,0.620261,1
0.192331,0.852953,6
0.821491,0.266082,3
0.402098,0.240387,9
0.417026,0.376514,12
-0.01909,0.166747,10
0.805452,0.640256,1
0.674269,0.176421,0
0.030768,0.4457,14
0.022969,0.458119,14
0.744582,0.934693,7
0.957443,0.825876,13
0.425771,0.033836,11
0.938411,0.841371,13
0.465368,-0.004641,11
0.664205,0.167912,0
0.623434,0.146847,0
0.609648,0.138772,0
-0.011002,0.181472,10
0.001885,0.488085,14
0.380366,0.416146,12
0.976899,0.80286,13
0.19446,0.855787,6
0.43484,0.227311,9
0.372063,0.205229,9
0.37887,0.429507,12
0.945128,0.168531,4
0.920692,0.460359,2
0.370283,0.418935,12
0.624813,0.489148,5
0.809837,0.268298,3
0.22054,0.531247,8
0.184658,0.851665,6
0.408854,0.210215,9
0.947342,0.467821,2
0.812741,0.272959,3
0.187302,0.860909,6
0.443004,-0.005949,11
0.403626,0.201374,9
0.743866,0.940859,7
0.800398,0.632388,1
0.59104,0.129211,0
0.364779,0.409729,12
0.198368,0.580849,8
0.188335,0.828291,6
0.381942,0.214968,9
0.936626,0.158178,4
0.37473,0.423573,12
0.047178,0.422831,14
0.937585,0.130836,4
0.6213,0.144048,0
0.976743,0.8054,13
0.424208,0.023573,11
0.741304,0.947467,7
0.752067,0.931984,7
-0.015243,0.186795,10
0.936165,0.169521,4
0.641436,0.493508,5
0.939849,0.163573,4
0.406472,0.230463,9
0.950343,0.823476,13
0.797888,0.636904,1
-0.034037,0.161439,10
0.95732,0.469115,2
0.183222,0.791708,6
0.719204,0.93509,7
0.219675,0.533619,8
0.809778,0.273172,3
0.781755,0.603251,1
0.804694,0.280047,3
0.458751,-0.000657,11
0.202694,0.558686,8
0.186042,0.585074,8
0.361139,0.417767,12
0.940533,0.136174,4
0.18484,0.845604,6
0.664727,0.440147,5
0.740751,0.950718,7
0.784492,0.617222,1
0.197378,0.597481,8
0.634302,0.147054,0
0.402227,0.242977,9
0.454632,-0.032769,11
0.805777,0.628679,1
0.618476,0.141841,0
0.022198,0.460314,14
0.788498,0.617808,1
0.665969,0.447537,5
0.815485,0.647181,1
0.78956,0.621039,1
0.38832,0.245032,9
-0.005372,0.499083,14
0.950027,0.832802,13
0.016719,0.190005,10
0.377819,0.196212,9
0.421063,0.026675,11
0.370366,0.204495,9
0.34163,0.440692,12
0.80238,0.280512,3
0.803925,0.28523,3
0.737157,0.933366,7
0.969319,0.470925,2
0.195716,0.585793,8
0.959677,0.471412,2
0.920582,0.457681,2
0.770081,0.945925,7
0.385933,0.235766,9
0.199505,0.84262,6
0.673638,0.420167,5
0.906682,0.458601,2
0.937862,0.840188,13
0.944519,0.836442,13
0.635828,0.156788,0
0.804449,0.281274,3
0.628357,0.149574,0
0.822959,0.271735,3
0.179243,0.825907,6
0.026606,0.452836,14
0.927758,0.152555,4
0.934937,0.841662,13
0.749411,0.933602,7
0.620563,0.142751,0
0.796277,0.623757,1
-0.00126,0.492796,14
0.389145,0.426557,12
0.932,0.847556,13
0.804988,0.629247,1
0.637485,0.429409,5
0.6399,0.155311,0
0.172712,0.839902,6
0.441148,0.005609,11
0.982138,0.801069,13
0.465575,-0.028919,11
0.173378,0.818367,6
0.65472,0.401483,5
0.806007,0.642414,1
0.445887,0.031505,11
0.38964,0.209817,9
0.031364,0.220901,10
0.806387,0.272018,3
0.646261,0.415135,5
0.174085,0.855075,6
0.008262,0.20604,10
0.653456,0.157588,0
0.654929,0.475084,5
0.710205,0.933096,7
0.6964,0.464047,5
0.934214,0.466812,2
0.368969,0.413311,12
0.662743,0.468593,5
0.420138,0.033199,11
0.822352,0.274029,3
-0.003346,0.189679,10
0.374668,0.216197,9
0.739482,0.930457,7
0.81178,0.27541,3
0.396098,0.238893,9
0.955329,0.147726,4
0.804726,0.625222,1
0.821707,0.260243,3
0.965659,0.467569,2
0.001617,0.487523,14
0.827835,0.251841,3
0.647464,0.496562,5
0.622539,0.147308,0
0.184645,0.80457,6
0.949845,0.833331,13
-0.018986,0.173231,10
0.808476,0.275106,3
0.015824,0.468155,14
0.944799,0.152267,4
0.650837,0.159283,0
0.669585,0.493779,5
0.191574,0.838369,6
0.367076,0.196625,9
0.206287,0.563719,8
-0.014119,0.19994,10
-0.035963,0.154438,10
-0.025649,0.169946,10
0.395354,0.412599,12
0.366511,0.221555,9
0.931693,0.461257,2
0.395369,0.410372,12
0.627815,0.149278,0
0.657765,0.452977,5
0.661438,0.451465,5
0.380678,0.201468,9
0.819643,0.269321,3
0.689561,0.475334,5
0.410978,0.242795,9
0.951027,0.144404,4
0.6135,0.142285,0
0.195897,0.563442,8
0.663003,0.164458,0
0.946638,0.833272,13
0.009908,0.477142,14
0.810808,0.268198,3
0.011234,0.181443,10
0.627587,0.149746,0
0.379118,0.217075,9
0.379325,0.209293,9
0.597481,0.135154,0
0.948343,0.153939,4
0.787822,0.602947,1
0.454185,0.014518,11
0.015806,0.469252,14
0.404037,0.402182,12
0.191934,0.847205,6
0.619468,0.141403,0
0.746316,0.935887,7
0.453056,-0.00177,11
0.467607,-0.000513,11
0.174207,0.783002,6
0.738849,0.945644,7
0.401716,0.4007,12
0.967948,0.81203,13
0.19046,0.860376,6
0.042566,0.430692,14
-0.009106,0.166458,10
-0.00242,0.495987,14
0.403482,0.207667,9
0.197971,0.826211,6
0.775243,0.586115,1
0.805766,0.274094,3
0.754094,0.936871,7
0.200382,0.840919,6
0.95281,0.152379,4
0.801157,0.633428,1
0.022242,0.457003,14
0.616204,0.141761,0
0.381662,0.408259,12
0.39385,0.399025,12
0.370358,0.226239,9
0.386875,0.407461,12
-0.000799,0.493111,14
0.190737,0.816271,6
0.935145,0.840042,13
0.034642,0.216078,10
-0.014939,0.168123,10
0.195609,0.872352,6
0.814803,0.274332,3
0.794946,0.279009,3
0.948638,0.143709,4
0.932281,0.847346,13
0.197686,0.859773,6
0.197336,0.573287,8
-0.015308,0.155589,10
0.383895,0.415277,12
0.646828,0.436877,5
0.390351,0.227547,9
0.397289,0.2213,9
0.919486,0.86484,13
0.198216,0.841374,6
0.796069,0.623819,1
0.612991,0.142327,0
0.211072,0.562384,8
0.947345,0.466789,2
0.789864,0.613445,1
0.413448,0.400668,12
0.636834,0.476209,5
0.18021,0.832574,6
0.966942,0.159405,4
0.171508,0.567074,8
0.457281,-0.001052,11
0.392376,0.047824,11
-0.004467,0.207524,10
0.933021,0.14604,4
0.782382,0.619527,1
0.785846,0.605597,1
0.430857,0.013205,11
0.206056,0.577331,8
0.768541,0.945307,7
0.42321,0.004855,11
0.652768,0.167604,0
0.459731,0.021333,11
0.92453,0.46449,2
0.821285,0.261877,3
0.224468,0.58334,8
0.81536,0.274107,3
0.380148,0.21942,9
0.630174,0.146439,0
0.802984,0.639136,1
0.798391,0.271614,3
0.366773,0.429509,12
0.465594,-0.004692,11
0.950278,0.830501,13
0.964082,0.150106,4
0.395206,0.204152,9
0.786944,0.613094,1
0.433438,0.002777,11
0.390168,0.227547,9
0.975949,0.152837,4
0.199776,0.551618,8
0.962491,0.817002,13
0.384611,0.420787,12
0.941344,0.839078,13
0.01648,0.468664,14
0.20945,0.560455,8
0.998133,0.156114,4
0.797248,0.286778,3
0.627401,0.149169,0
0.677167,0.460827,5
0.610681,0.141291,0
0.625926,0.143531,0
0.797669,0.619817,1
0.162508,0.820148,6
0.741236,0.939289,7
0.01509,0.46992,14
0.906984,0.867159,13
0.882717,0.890545,13
0.765941,0.929284,7
0.716373,0.929148,7
0.431774,0.024419,11
0.95346,0.824467,13
0.663145,0.441527,5
0.94913,0.149298,4
0.673724,0.467631,5
0.357318,0.187771,9
0.011236,0.195062,10
0.408253,0.0486,11
0.798245,0.279872,3
0.933451,0.840815,13
0.188479,0.852832,6
0.641045,0.432334,5
0.945283,0.149834,4
0.800346,0.275791,3
0.800783,0.632098,1
0.652682,0.435759,5
0.934812,0.839254,13
0.930811,0.852207,13
0.376367,0.222932,9
0.95011,0.465595,2
0.955291,0.468617,2
0.791479,0.627101,1
0.790413,0.619761,1
0.201839,0.544359,8
0.373067,0.427986,12
0.699689,0.912994,7
0.984792,0.79706,13
0.73366,0.949297,7
0.031697,0.445018,14
0.190752,0.811003,6
0.806944,0.637498,1
0.939847,0.844427,13
0.175819,0.846148,6
0.89454,0.880283,13
0.958392,0.821578,13
0.957919,0.164447,4
0.408897,0.204506,9
0.717181,0.924527,7
0.459134,-0.00748,11
0.023315,0.456959,14
0.028624,0.446865,14
0.757312,0.937158,7
0.654508,0.464372,5
0.935239,0.842902,13
0.930498,0.462511,2
0.960767,0.818456,13
0.361824,0.195218,9
0.973594,0.474747,2
0.926337,0.459327,2
0.641285,0.471784,5
-0.015914,0.157359,10
0.193373,0.824676,6
0.655786,0.161675,0
0.440489,0.001876,11
0.367704,0.439692,12
0.03686,0.233696,10
0.003834,0.187865,10
-0.002058,0.191298,10
0.003866,0.484742,14
0.667168,0.446696,5
0.337115,0.408854,12
0.439794,0.014985,11
0.79146,0.618798,1
0.03717,0.43791,14
0.979388,0.163696,4
0.415275,0.389889,12
0.384705,0.398744,12
0.752989,0.947571,7
0.413842,0.399183,12
0.413277,0.238395,9
0.763297,0.940239,7
0.003271,0.165595,10
0.461064,-0.015116,11
-0.028118,0.157884,10
0.167816,0.818973,6
0.382768,0.236497,9
0.617688,0.142076,0
0.923194,0.858255,13
0.720519,0.925852,7
-0.000629,0.49315,14
-0.01303,0.18249,10
0.466548,0.026482,11
0.019021,0.207741,10
0.765704,0.951013,7
0.022925,0.457999,14
0.368671,0.426846,12
0.386411,0.216557,9
0.783069,0.604794,1
0.797158,0.62552,1
0.013705,0.472629,14
0.201421,0.568982,8
0.171412,0.832402,6
0.805545,0.642219,1
0.921623,0.46402,2
0.672587,0.170066,0
0.722693,0.92951,7
0.217283,0.540958,8
0.355879,0.202386,9
0.445232,0.002408,11
0.963157,0.467154,2
0.027547,0.451252,14
0.647265,0.465636,5
-0.011554,0.183808,10
0.900034,0.872614,13
0.912255,0.462866,2
0.199975,0.560668,8
0.023261,0.457335,14
0.238428,0.566794,8
0.200792,0.872326,6
0.760463,0.936132,7
0.811381,0.276809,3
0.787657,0.950758,7
0.39273,0.245612,9
0.226805,0.508567,8
0.208081,0.569348,8
0.219458,0.889884,6
0.011728,0.474672,14
0.39969,0.227707,9
0.810907,0.269132,3
0.459467,-0.014566,11
0.014792,0.206409,10
0.644112,0.157468,0
0.969084,0.149661,4
0.911902,0.863075,13
0.215551,0.54381,8
0.937938,0.46511,2
0.64151,0.442788,5
0.935764,0.152524,4
0.816453,0.280435,3
0.937379,0.461396,2
0.008162,0.219079,10
0.792255,0.624989,1
0.373184,0.426173,12
0.198629,0.853496,6
0.59732,0.130427,0
0.641035,0.155857,0
0.388383,0.414636,12
0.913709,0.160009,4
0.643868,0.150936,0
0.206335,0.554336,8
0.648163,0.16273,0
0.419217,0.404656,12
0.786223,0.60635,1
0.896507,0.878421,13
0.385083,0.218676,9
0.380172,0.226915,9
0.729008,0.923558,7
0.950306,0.466483,2
0.194673,0.570337,8
0.759614,0.946099,7
0.409345,0.408709,12
0.015862,0.465202,14
0.628236,0.484867,5
0.43702,0.005216,11
0.940455,0.839353,13
0.446299,0.028594,11
0.63791,0.152423,0
0.618238,0.145442,0
0.623938,0.145915,0
0.980262,0.799291,13
-0.011005,0.509322,14
0.651024,0.492775,5
0.969694,0.811391,13
0.803813,0.642374,1
0.950916,0.150518,4
0.001294,0.174438,10
0.644893,0.159766,0
0.922551,0.458346,2
0.008,0.483044,14
0.942135,0.831005,13
0.773599,0.598016,1
0.171116,0.556867,8
0.19731,0.563623,8
0.179118,0.857508,6
0.022831,0.458809,14
0.18553,0.844871,6
0.755102,0.949554,7
0.81578,0.276167,3
0.421931,0.017784,11
0.940617,0.839637,13
-0.009429,0.173804,10
0.654744,0.43987,5
0.425687,0.248416,9
-0.00102,0.200105,10
0.668799,0.475515,5
-0.026859,0.158746,10
0.641781,0.156171,0
0.042374,0.430792,14
0.967152,0.809493,13
0.636856,0.15416,0
0.630064,0.147834,0
0.745672,0.950937,7
0.729312,0.934053,7
0.664675,0.452901,5
0.434493,-0.005623,11
0.400609,0.396277,12
0.36995,0.424472,12
0.940897,0.839461,13
0.804916,0.636811,1
0.408033,0.42146,12
0.794141,0.280932,3
0.654075,0.161191,0
0.399971,0.38603,12
0.784419,0.609358,1
0.203377,0.573451,8
0.953183,0.829271,13
0.378528,0.244799,9
0.798674,0.633615,1
0.92168,0.146708,4
-0.041357,0.151086,10
0.184699,0.813689,6
0.810021,0.277645,3
0.599803,0.131241,0
0.798319,0.622433,1
0.383445,0.423377,12
0.669009,0.454296,5
0.396086,0.412338,12
0.389894,0.204764,9
0.377677,0.431801,12
0.957332,0.466862,2
0.949825,0.466481,2
0.766814,0.94018,7
0.670513,0.400607,5
0.398395,0.230284,9
0.948375,0.16116,4
0.43631,0.00838,11
0.018451,0.464726,14
0.213392,0.579128,8
0.028302,0.204391,10
0.922808,0.853269,13
0.935836,0.161983,4
0.945987,0.83394,13
0.90746,0.459612,2
0.804767,0.277611,3
0.01752,0.467534,14
0.186099,0.580553,8
0.632555,0.14812,0
0.021452,0.458323,14
0.376016,0.417314,12
0.227076,0.529667,8
0.400048,0.408156,12
0.377361,0.215682,9
0.741825,0.924936,7
0.176919,0.806002,6
0.443063,0.009443,11
0.938111,0.13557,4
0.172703,0.828871,6
0.956233,0.468049,2
0.954302,0.136042,4
0.751346,0.928818,7
0.405998,0.053792,11
0.379106,0.207867,9
0.819242,0.260608,3
0.672212,0.444695,5
0.810231,0.278026,3
0.797871,0.62955,1
0.024297,0.226727,10
0.380497,0.226054,9
0.655653,0.162018,0
0.918443,0.863747,13
0.804003,0.284992,3
0.613677,0.498932,5
0.946181,0.466835,2
0.758955,0.942662,7
0.735043,0.937546,7
0.219202,0.554183,8
0.195927,0.536673,8
0.945035,0.831601,13
-0.019668,0.141979,10
0.933177,0.150822,4
0.021264,0.190041,10
0.368811,0.204583,9
0.957995,0.467648,2
0.026887,0.191651,10
0.390704,0.399775,12
0.815125,0.276532,3
0.197619,0.844769,6
0.955592,0.153901,4
0.444492,0.016794,11
0.023754,0.199709,10
0.945101,0.465386,2
0.013107,0.4743,14
0.20322,0.559839,8
0.388871,0.224719,9
0.622501,0.418307,5
0.775307,0.934,7
0.615251,0.478225,5
0.63942,0.154506,0
0.912912,0.859813,13
0.634154,0.149837,0
0.733198,0.934943,7
0.366251,0.206379,9
0.959658,0.820338,13
0.937744,0.152143,4
0.024178,0.223194,10
0.94669,0.145282,4
0.807775,0.278685,3
0.216867,0.572328,8
0.469909,0.002286,11
0.971479,0.159828,4
0.384254,0.221518,9
0.391561,0.404975,12
0.937029,0.849359,13
0.222273,0.547427,8
0.434262,0.002956,11
0.764661,0.950518,7
0.018006,0.465927,14
0.804506,0.280176,3
0.627376,0.481297,5
0.460853,0.023805,11
0.374755,0.222253,9
0.377699,0.202826,9
0.454198,-0.011091,11
0.942018,0.158249,4
0.027784,0.203073,10
0.629199,0.149356,0
0.184951,0.576669,8
-0.020335,0.179105,10
0.024743,0.455817,14
0.932145,0.833885,13
0.917505,0.85958,13
0.658052,0.45922,5
0.011653,0.474766,14
0.959503,0.164822,4
0.991548,0.161226,4
0.908429,0.867205,13
0.764917,0.960998,7
0.217338,0.586294,8
0.366669,0.435008,12
0.805986,0.280095,3
0.646915,0.159969,0
0.019024,0.463142,14
0.938783,0.838614,13
0.192024,0.857726,6
0.466993,-0.034924,11
0.782881,0.95218,7
0.909959,0.870375,13
0.664599,0.166317,0
0.623095,0.149899,0
-0.015291,0.171837,10
0.963394,0.817219,13
0.631483,0.443054,5
0.911036,0.460739,2
0.387975,0.417679,12
-0.017817,0.176875,10
0.640678,0.154622,0
0.409591,0.403655,12
0.397664,0.218224,9
0.199396,0.565197,8
0.789312,0.619933,1
0.645418,0.502255,5
0.802302,0.634701,1
0.794649,0.284052,3
0.664082,0.166752,0
0.474524,0.000467,11
0.041243,0.430896,14
0.771425,0.948975,7
0.373592,0.234186,9
0.178346,0.799112,6
0.809505,0.275909,3
0.969462,0.475528,2
0.195468,0.551966,8
0.172226,0.796469,6
0.404466,0.216372,9
0.957241,0.471411,2
0.191126,0.838833,6
0.013376,0.471981,14
0.763403,0.937956,7
0.013966,0.192169,10
0.337607,0.435148,12
0.783484,0.609283,1
-0.008093,0.503834,14
0.032204,0.443081,14
0.001599,0.489993,14
0.824174,0.270443,3
0.006563,0.480783,14
0.776145,0.950761,7
0.646241,0.471723,5
0.214139,0.554071,8
0.61099,0.140216,0
0.964657,0.822388,13
0.939092,0.463219,2
0.79648,0.631098,1
0.963538,0.469418,2
0.177971,0.833697,6
0.387712,0.378831,12
0.006228,0.200463,10
0.009456,0.478458,14
-0.019784,0.171793,10
0.990199,0.157178,4
0.387407,0.413307,12
0.025515,0.192434,10
0.752156,0.938775,7
0.208919,0.551356,8
0.46078,0.024775,11
0.367153,0.418104,12
0.186407,0.858909,6
0.679553,0.466948,5
0.208613,0.580906,8
0.808241,0.277138,3
0.015926,0.46962,14
0.728271,0.928908,7
0.64637,0.455512,5
0.638381,0.154238,0
0.017346,0.195839,10
0.195297,0.86895,6
0.950584,0.154499,4
0.44475,0.00451,11
0.964091,0.13118,4
0.634755,0.419177,5
0.783368,0.955807,7
0.375771,0.411604,12
0.189065,0.574779,8
0.931692,0.845626,13
0.475752,-0.002088,11
0.956907,0.469356,2
0.684102,0.450706,5
0.970855,0.151486,4
0.797226,0.628123,1
0.189124,0.565584,8
0.191685,0.859161,6
0.634429,0.153466,0
0.452653,0.017209,11
0.934488,0.459663,2
0.461429,0.031461,11
0.009359,0.480551,14
0.970526,0.161472,4
0.800505,0.624227,1
0.682062,0.480431,5
0.744797,0.946458,7
0.970935,0.146058,4
0.377018,0.208389,9
0.447003,0.003082,11
0.645712,0.158156,0
0.386353,0.208915,9
0.219437,0.557967,8
0.936294,0.840615,13
0.961451,0.475222,2
0.972085,0.167112,4
0.753623,0.944586,7
0.748711,0.944622,7
0.661259,0.4788,5
0.190788,0.83102,6
-0.020281,0.153853,10
0.635369,0.154665,0
0.796041,0.631126,1
0.69236,0.410795,5
0.810476,0.640095,1
0.950118,0.82477,13
0.438085,0.008099,11
0.163402,0.843004,6
0.040677,0.431132,14
0.650839,0.478058,5
0.946766,0.829844,13
0.392231,0.402686,12
0.387444,0.228347,9
0.382287,0.20778,9
0.209393,0.849674,6
0.399281,0.230593,9
0.961058,0.816022,13
0.78132,0.609109,1
0.230857,0.588603,8
0.63105,0.454135,5
0.663369,0.489464,5
0.216884,0.85381,6
0.936956,0.155865,4
0.224202,0.565601,8
0.015599,0.182064,10
0.00338,0.176979,10
0.632698,0.14757,0
0.923324,0.147934,4
0.8097,0.271397,3
0.620634,0.146273,0
0.802718,0.276659,3
0.194798,0.860439,6
0.197644,0.843745,6
0.794779,0.282425,3
0.000952,0.186966,10
0.945888,0.16131,4
-0.022719,0.175088,10
0.190738,0.819602,6
0.627168,0.149051,0
0.193887,0.836684,6
0.950175,0.142969,4
0.023307,0.457365,14
0.008008,0.480314,14
0.215501,0.562767,8
0.957794,0.158206,4
0.640017,0.152529,0
0.633391,0.154047,0
0.993143,0.79185,13
0.422757,0.0131,11
0.806651,0.638032,1
0.937466,0.840084,13
0.026844,0.452212,14
0.414783,0.050632,11
0.798741,0.283052,3
0.741124,0.924624,7
0.384945,0.251636,9
0.967781,0.808456,13
0.993477,0.477352,2
0.417927,0.036691,11
0.411453,0.24196,9
0.951276,0.467693,2
0.824946,0.275631,3
0.761256,0.921199,7
-0.002387,0.194071,10
1.000609,0.782932,13
0.447837,-0.002466,11
0.954168,0.464647,2
0.391222,0.414479,12
0.796886,0.604409,1
0.413603,0.395983,12
0.420974,0.010842,11
0.794121,0.624283,1
0.391747,0.421101,12
0.205311,0.547249,8
0.748153,0.947862,7
0.791727,0.629407,1
0.369106,0.18861,9
0.028971,0.448665,14
0.203568,0.538941,8
0.626707,0.145042,0
0.814618,0.269924,3
0.432869,0.017032,11
0.937337,0.154178,4
0.184603,0.864597,6
0.38043,0.419566,12
0.928449,0.462807,2
0.191159,0.84039,6
0.816236,0.276306,3
0.026664,0.451903,14
0.778627,0.944348,7
0.231042,0.549737,8
0.662389,0.479096,5
0.767872,0.936793,7
0.948235,0.151095,4
0.387082,0.395723,12
0.73829,0.931269,7
0.018738,0.46465,14
0.93897,0.842324,13
0.186201,0.848252,6
0.20338,0.850967,6
0.805927,0.632492,1
0.207241,0.570058,8
0.38949,0.221874,9
0.613625,0.140301,0
0.965571,0.160671,4
0.034296,0.441416,14
0.654444,0.454283,5
0.808156,0.639998,1
0.370166,0.204426,9
0.397594,0.403835,12
0.389514,0.406285,12
0.927947,0.463201,2
0.811606,0.279585,3
0.93414,0.843795,13
0.41815,0.363985,12
0.776171,0.942906,7
0.393273,0.247678,9
-0.015735,0.152824,10
0.432997,0.0074,11
0.173573,0.803696,6
0.809508,0.267347,3
0.003012,0.487961,14
0.794264,0.624212,1
0.812468,0.273704,3
0.961424,0.142638,4
0.906275,0.456682,2
0.441679,0.023178,11
0.624294,0.457161,5
0.792971,0.617454,1
0.801007,0.632164,1
0.80129,0.277676,3
0.195575,0.572439,8
-0.044409,0.171897,10
0.800516,0.632219,1
0.92991,0.461673,2
0.457116,0.007767,11
0.181083,0.843497,6
0.197768,0.862035,6
0.380485,0.388471,12
0.367926,0.426546,12
0.18674,0.842095,6
0.452158,0.002137,11
0.634258,0.455811,5
0.735578,0.933319,7
0.205675,0.587251,8
0.017554,0.466976,14
0.215202,0.564481,8
0.985876,0.478012,2
-0.010086,0.188304,10
0.798144,0.277077,3
0.964151,0.818616,13
0.383692,0.407032,12
0.18415,0.552202,8
0.779055,0.947881,7
-0.011399,0.172884,10
0.802824,0.63808,1
0.684701,0.465804,5
0.652744,0.163704,0
0.687512,0.450393,5
0.640648,0.158665,0
-0.007743,0.502191,14
0.428804,-0.00316,11
0.928472,0.849739,13
0.824472,0.264509,3
0.589896,0.488976,5
0.969856,0.813779,13
0.188431,0.846931,6
0.908683,0.867538,13
0.920883,0.854867,13
0.955296,0.469111,2
0.390762,0.227048,9
0.793887,0.614158,1
0.746579,0.940091,7
0.204343,0.900088,6
0.960466,0.153693,4
-0.01869,0.184988,10
0.378838,0.200171,9
0.649397,0.442222,5
0.934109,0.846856,13
0.631421,0.15274,0
0.814256,0.280204,3
0.930268,0.849346,13
0.957664,0.828637,13
0.63668,0.477812,5
0.72686,0.931373,7
0.932791,0.160225,4
0.353286,0.208872,9
0.81048,0.646854,1
0.19669,0.57063,8
0.951823,0.82805,13
0.931615,0.46541,2
0.207188,0.556494,8
0.989247,0.158445,4
0.94973,0.472178,2
-0.004541,0.162841,10
0.729575,0.932501,7
0.380853,0.20135,9
0.639696,0.466655,5
0.728246,0.933959,7
0.371227,0.212383,9
0.81182,0.275007,3
-0.011383,0.163503,10
0.9246,0.461526,2
